id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1362375087312281601	1362375087312281601	2021-02-18 04:15:07 PST	2021-02-18	04:15:07	-0800	25562183	reuters_health	Reuters Health		The Vatican has told employees that they may risk losing their jobs if they refuse to get a COVID-19 vaccination without legitimate health reasons.​  https://t.co/WxCGkZj6n2	en	[]	['https://www.reuters.com/article/us-health-coronavirus-vaccine-vatican-idUSKBN2AI1IC?taid=602e5a4b7b82180001f79b9e&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter']	[]	24	90	295	[]	[]	https://twitter.com/Reuters_Health/status/1362375087312281601	False		0								[]				
1361927087855173637	1361927087855173637	2021-02-16 22:34:55 PST	2021-02-16	22:34:55	-0800	250091875	barrysheerman	Barry Sheerman MP		Worrying evidence of the very significant numbers of NHS &amp; Care-Home workers who refuse to have vaccination against Covid.	en	[]	[]	[]	12	4	20	[]	[]	https://twitter.com/BarrySheerman/status/1361927087855173637	False		0								[]				
1361808487752286209	1361629232770801666	2021-02-16 14:43:39 PST	2021-02-16	14:43:39	-0800	18116795	stevenpottle	Steven Pottle		@Teus56 @LeeHurstComic @markaustintv Wow, so many adults acting like children...won't have vaccination but will fully expect nurses to save your life when you cannot breathe or happy to be a strain on the NHS when long Covid symptoms refuse to leave. Selfish, idiotic and adding to more lockdowns...well done	en	[]	[]	[]	0	0	98	[]	[]	https://twitter.com/stevenpottle/status/1361808487752286209	False		0								[{'screen_name': 'Teus56', 'name': 'Susan Turner', 'id': '299248435'}, {'screen_name': 'LeeHurstComic', 'name': 'Lee Hurst - Desperately trying to be relevant', 'id': '1289910485685501952'}, {'screen_name': 'markaustintv', 'name': 'Mark Austin', 'id': '90676132'}]				
1361803449118121984	1361799776770035712	2021-02-16 14:23:38 PST	2021-02-16	14:23:38	-0800	1214097307	paperpussies	lc		"@IrishTimes its time more doctors like pat stood up to the beuracratic dumballs like the HSE, if he needs to he should set up a ""go fund me"", and i will contribute what i can  to fight ""not the covid 19 crap"" but the right to refuse vaccination , an individual has such right and not the gov"	en	[]	[]	[]	0	0	10	[]	[]	https://twitter.com/paperpussies/status/1361803449118121984	False		0								[{'screen_name': 'IrishTimes', 'name': 'The Irish Times', 'id': '15084853'}]				
1361653049698226181	1361653049698226181	2021-02-16 04:25:59 PST	2021-02-16	04:25:59	-0800	1359268008322023437	scottykbf2	Scotty 🙂🎈		I think at least a few million of us in the UK will refuse a Covid vaccine at any cost. That means we won't be spending our money in places where proof of vaccination is mandatory.  Have any of the geniuses in government worked out how much damage this would do to the economy?	en	[]	[]	[]	15	19	79	[]	[]	https://twitter.com/ScottyKBF2/status/1361653049698226181	False		0								[]				
1361595951870341124	1361595951870341124	2021-02-16 00:39:06 PST	2021-02-16	00:39:06	-0800	68440549	libe	Libération		INTERVIEW – 💬 #Passeportvaccinal : «Cela reviendrait à instaurer une sorte de discrimination»  Le secrétaire d’Etat chargé du Tourisme refuse pour l’instant de lier l’entrée ou la sortie du territoire français à la vaccination contre le Covid-19. ⤵  https://t.co/s3ShL6pfuv	fr	[]	['https://bit.ly/3qC5GRK']	[]	15	16	38	['passeportvaccinal']	[]	https://twitter.com/libe/status/1361595951870341124	False		0								[]				
1361421364716953601	1361421364716953601	2021-02-15 13:05:21 PST	2021-02-15	13:05:21	-0800	1057641522479415297	american__tgm	American Patriot TGM		This doctor died after taking the vaccine. A healthy 36 year old man. Pay attention patriots. There has not been enough testing on this vaccine and I refuse to take it.   Memphis doctor died of COVID after vaccination - NewsCetera  https://t.co/7VmIIJJY4e	en	[]	['https://newscetera.com/memphis-doctor-died-of-covid-after-vaccination/']	[]	9	91	54	[]	[]	https://twitter.com/AMERICAN__TGM/status/1361421364716953601	False		0								[]				
1361363397758119936	1361363397758119936	2021-02-15 09:15:01 PST	2021-02-15	09:15:01	-0800	1103249614008971269	familydefence	Family Defence League		Placing social pressure on those who refuse their covid vaccine is the same as compulsory vaccination!	en	[]	[]	[]	3	8	20	[]	[]	https://twitter.com/FamilyDefence/status/1361363397758119936	False	https://twitter.com/Fcb_1313/status/1361073309245460481	0								[]				
1361307377253953536	1361301031104176130	2021-02-15 05:32:25 PST	2021-02-15	05:32:25	-0800	1348270508551393283	hodgsonmk3	HodgsonMK3		@fact_covid @EssexPR @BBCNews A lot of countries won’t require vaccination to gain entry either. Certain ones rely too heavily on tourism to refuse anyone entry.	en	[]	[]	[]	1	0	11	[]	[]	https://twitter.com/HodgsonMk3/status/1361307377253953536	False		0								[{'screen_name': 'fact_covid', 'name': 'Covid Fact Check UK', 'id': '1290722208910839809'}, {'screen_name': 'EssexPR', 'name': 'Adam Brooks', 'id': '41702018'}, {'screen_name': 'BBCNews', 'name': 'BBC News (UK)', 'id': '612473'}]				
1361054064444776449	1361054064444776449	2021-02-14 12:45:50 PST	2021-02-14	12:45:50	-0800	6782812	domknight	Dom Knight		Some great questions here from @AlanKohler. Why Medicare should fund expensive treatment for people who refuse vaccination and then get Covid is a very, very good one.	en	[{'screen_name': 'alankohler', 'name': 'alan kohler', 'id': '23666107'}]	[]	[]	14	2	19	[]	[]	https://twitter.com/domknight/status/1361054064444776449	False	https://twitter.com/alankohler/status/1361049995449757696	0								[]				
1361023304988000256	1361012781080797185	2021-02-14 10:43:37 PST	2021-02-14	10:43:37	-0800	865612981647929345	catzenkid	Nancy Ceccon		@cbouzy I’m so sorry. Has all the staff been vaccinated? It enrages me that nursing home personnel are sometimes permitted to refuse vaccination, putting fragile residents at risk. I feel strongly that those refusing covid vaccine must not be permitted to work in nursing homes.	en	[]	[]	[]	3	0	33	[]	[]	https://twitter.com/catzenkid/status/1361023304988000256	False		0								[{'screen_name': 'cbouzy', 'name': 'Christopher Bouzy', 'id': '2502466327'}]				
1361002697508466692	1361002697508466692	2021-02-14 09:21:43 PST	2021-02-14	09:21:43	-0800	967806961164185601	johnheretohelp	John		"It's already being set up.  The ""Biden admin🤮"", keeps schools, businesses, etc. Closed because ""Americans"" refuse to take Covid seriously, and get a vaccination, mask etc. Meanwhile they allow THOUSANDS of illegal immigrants into the country."	en	[]	[]	[]	56	625	1501	[]	[]	https://twitter.com/Johnheretohelp/status/1361002697508466692	False		0								[]				
1360958549564735488	1360958549564735488	2021-02-14 06:26:18 PST	2021-02-14	06:26:18	-0800	305706235	pete_sinclair	Pete Sinclair		This is such good news (unless you're a Covid denier or an anti-vaxxer, in which case it's still good news, but you'll carry on deluding yourself and refuse to believe it...) Proof that vaccination works against Covid:  https://t.co/MY9aH1TgID  https://t.co/vXigJWqO3I	en	[]	['https://www.timesofisrael.com/hmo-sees-only-544-covid-infections-among-523000-fully-vaccinated-israelis/']	['https://pbs.twimg.com/media/EuMYKEFXAAAvli2.png']	1	0	6	[]	[]	https://twitter.com/pete_sinclair/status/1360958549564735488	False		1	https://pbs.twimg.com/media/EuMYKEFXAAAvli2.png							[]				
1360707716528840706	1360707716528840706	2021-02-13 13:49:35 PST	2021-02-13	13:49:35	-0800	194247742	bykenarmstrong	Ken Armstrong		About 1/4 of the adults in Oregon’s prisons have tested + for COVID-19. That’s &gt; 3,400 people.  42 have died.  Almost always, staff bring the virus in.  But as @tessriski @wweek has reported, Oregon expects 45% of prison staff to refuse vaccination.  https://t.co/txNEaLMEZw  1/3	en	[{'screen_name': 'tessriski', 'name': 'tess riski', 'id': '3730697293'}, {'screen_name': 'wweek', 'name': 'willamette week', 'id': '16491683'}]	['https://www.wweek.com/news/2021/02/10/state-officials-expect-45-of-oregon-prison-staff-to-refuse-a-covid-19-vaccine/']	[]	4	23	27	[]	[]	https://twitter.com/bykenarmstrong/status/1360707716528840706	False		0								[]				
1360565657033707522	1360565657033707522	2021-02-13 04:25:05 PST	2021-02-13	04:25:05	-0800	876077924834836480	schuelerronnie	deplorable working man		I refuse to take a Covid test I refuse take the vaccination I refuse to wear the mask. God gave me my immune system to help me through life if I trust him. I think it’s time we turn to God and not our government he knows what’s best for us. God loves us.	en	[]	[]	[]	0	4	13	[]	[]	https://twitter.com/SchuelerRonnie/status/1360565657033707522	False		0								[]				
1360461570590048257	1360461570590048257	2021-02-12 21:31:29 PST	2021-02-12	21:31:29	-0800	773983973349392385	jsandibar	Jonathan Sandiford QC		A week ago my 80 year+ mother with underlying complications was in hospital with Covid and I feared the worst. On Thursday she was able to return home thanks to the care of our marvellous NHS and, most of all, because of being vaccinated 3 weeks ago. Don’t refuse vaccination	en	[]	[]	[]	25	47	576	[]	[]	https://twitter.com/JSandibar/status/1360461570590048257	False		0								[]				
1359574972637863938	1359574972637863938	2021-02-10 10:48:27 PST	2021-02-10	10:48:27	-0800	14771674	jimkennedy	jimkennedy		Spain's ex-Minister of Health is the only candidate to refuse to take a PCR test ahead of participating in last night's Catalan election debate. Speculation is that he has jumped the vaccination queue or that he is positive for Covid.	en	[]	[]	[]	0	7	9	[]	[]	https://twitter.com/jimkennedy/status/1359574972637863938	False	https://twitter.com/ramirp/status/1359509566623535111	0								[]				
1359530101734522883	1359484822738075654	2021-02-10 07:50:09 PST	2021-02-10	07:50:09	-0800	2568269711	jerrykovacs	Jerry Kovacs		@algonquindave @kinsellawarren Warren Kinsella deserves credit for exposing the Trudeau Government's Covid Vaccination Failures.  Dave. This our biggest national crisis in 100 years. @JustinTrudeau &amp; most Liberal Ministers &amp; MPs  refuse to leave their homes &amp; go to work. Outrageous! @ottawasuncom @CFRAOttawa  https://t.co/B8bnMUfrEt	en	[{'screen_name': 'justintrudeau', 'name': 'justin trudeau', 'id': '14260960'}, {'screen_name': 'ottawasuncom', 'name': 'ottawa sun', 'id': '27646245'}, {'screen_name': 'cfraottawa', 'name': '580 cfra', 'id': '49654153'}]	[]	['https://pbs.twimg.com/media/Et4FbB7XMAE_MQL.jpg']	4	10	28	[]	[]	https://twitter.com/JerryKovacs/status/1359530101734522883	False		1	https://pbs.twimg.com/media/Et4FbB7XMAE_MQL.jpg							[{'screen_name': 'algonquindave', 'name': 'Dave', 'id': '534653770'}, {'screen_name': 'kinsellawarren', 'name': 'Warren Kinsella', 'id': '16106522'}]				
1359222075282644996	1359222075282644996	2021-02-09 11:26:10 PST	2021-02-09	11:26:10	-0800	299273962	laurie_garrett	Laurie Garrett		New from @CDCgov : fewer Americans plan to refuse #COVID19 vaccination today, compared to in Sept. But still vowing NOT to: - 47% of African Amers - 24% of ppl earning &gt;$75,000/yr - 45% of uninsured - 51% of those not personally fretting over COVID.  https://t.co/BY790SLfV8	en	[{'screen_name': 'cdcgov', 'name': 'cdc', 'id': '146569971'}]	['https://www.cdc.gov/mmwr/volumes/70/wr/mm7006e3.htm?s_cid=mm7006e3_w']	[]	14	50	78	['covid19']	[]	https://twitter.com/Laurie_Garrett/status/1359222075282644996	False		0								[]				
1359178820608135171	1359178820608135171	2021-02-09 08:34:17 PST	2021-02-09	08:34:17	-0800	1020938725155631104	stuartmedianews	Australian_6 🇦🇺		Petition · Legislation Guaranteeing No Resrictions on Those Who Refuse a Covid 19 Vaccination ·  https://t.co/BOKt5MCtx7  https://t.co/kT4BhZPqYk	en	[]	['http://Change.org', 'https://www.change.org/p/australian-parliament-house-of-representatives-legislation-guaranteeing-no-resrictions-on-those-who-refuse-a-covid-19-vaccination?recruiter=48691142&utm_source=share_petition&utm_medium=twitter&utm_campaign=share_petition&utm_term=G%3ESearch%3ESAP%3EAU%20CA%20NZ%3ENonBrand%3EAll-Match-Types&recruited_by_id=13b3f630-8be1-0130-e871-3c764e049c64']	[]	0	13	20	[]	[]	https://twitter.com/StuartMediaNews/status/1359178820608135171	False		0								[]				
1358917636369883140	1358917636369883140	2021-02-08 15:16:26 PST	2021-02-08	15:16:26	-0800	1290572123191365633	mal_dubois	Mal Harrison		I see the usual suspects held a massive illegal Shisha party in Birmingham. And these are the same people who complain they are more prone to catch Covid, yet are more likely to refuse the vaccination. The mind boggles 🙄🙄	en	[]	[]	[]	1	28	80	[]	[]	https://twitter.com/Mal_DuBois/status/1358917636369883140	False		0								[]				
1358854193923018753	1358854193923018753	2021-02-08 11:04:20 PST	2021-02-08	11:04:20	-0800	34698369	evanhandler	Evan Handler		I feel like the death of @RepRonWright is a bigger deal than being noted. 1st sitting member of Congress to die of #COVID. Avid proponent of teachers in danger w/out vaccination. Quite possibly killed by colleagues, who refuse to wear masks, even when hiding in small chambers.	en	[{'screen_name': 'repronwright', 'name': 'ron wright', 'id': '1080854935535800320'}]	[]	[]	3	2	32	['covid']	[]	https://twitter.com/EvanHandler/status/1358854193923018753	False	https://twitter.com/MarkHarrisNYC/status/1358817675489796101	0								[]				
1358819854485254144	1358819854485254144	2021-02-08 08:47:53 PST	2021-02-08	08:47:53	-0800	298225776	niall_boylan	Niall Boylan		Please retweet for larger sample: Speaking to @GroganRichard and he predicts the vaccination uptake will be 85% and the other 15% can’t or will refuse the vaccine for COVID. Will you be getting any of the COVID vaccines?	en	[{'screen_name': 'groganrichard', 'name': 'richard grogan & ass', 'id': '461419000'}]	[]	[]	133	559	267	[]	[]	https://twitter.com/Niall_Boylan/status/1358819854485254144	False		0								[]				
1358677557953122305	1358455133940707334	2021-02-07 23:22:27 PST	2021-02-07	23:22:27	-0800	1307288911580979200	preuxr	#PrEuXr		@lee_b65 People who refuse vaccination against deadly SARS-CoV-2 deserve to be shunned by everyone, like a leper, because they have a far higher chance of becoming hospitalised with COVID-19 putting NHS staff at risk  https://t.co/8u1wqwH3hy	en	[]	['https://www.bbc.co.uk/news/amp/uk-england-norfolk-55964742']	[]	1	3	21	[]	[]	https://twitter.com/PrEuXr/status/1358677557953122305	False		0								[{'screen_name': 'lee_b65', 'name': 'RedDwarf 🔶 🇬🇧🇪🇺🇺🇦🇩🇪 #RTTG #RejoinEU', 'id': '3170872330'}]				
1357899682433949697	1357899682433949697	2021-02-05 19:51:27 PST	2021-02-05	19:51:27	-0800	1556105180	pauvreencolere	hibert julius		L #bénéfice de #Sanofi explose=+#340PCent% #dividendes avec quand &gt;0 #vaccinationCovid &gt;Q #scandale #dépakine=#depakote  n'est pas résolut=#jugé Sanofi refuse d'indemniser #victimes :( mais tout vas bien,#DormezBravesGens #vaccination #COVID #france=#régression #SARSCoV2 #COVID19  https://t.co/yRqWPvrzX9	fr	[]	[]	['https://pbs.twimg.com/media/Etg42X4WQAE5csS.png', 'https://pbs.twimg.com/media/Etg43CZXIAEJzCa.png', 'https://pbs.twimg.com/media/Etg43INXMAETLw9.png', 'https://pbs.twimg.com/media/Etg6ijmXAAARUC_.png']	1	4	10	['bénéfice', 'sanofi', '340pcent', 'dividendes', 'vaccinationcovid', 'scandale', 'dépakine', 'depakote', 'jugé', 'victimes', 'dormezbravesgens', 'vaccination', 'covid', 'france', 'régression', 'sarscov2', 'covid19']	[]	https://twitter.com/pauvreencolere/status/1357899682433949697	False		1	https://pbs.twimg.com/media/Etg42X4WQAE5csS.png							[]				
1357851164189065218	1357844111995379725	2021-02-05 16:38:39 PST	2021-02-05	16:38:39	-0800	544052748	pulidest	Shawn McCort		@IanDarke Im a COVID response epidemiologist in Florida.  Many of my classmates (masters level epidemiology) and colleagues openly refuse vaccination. Its sad but we wont get anywhere demonizing them.  It starts at the top. The Republicans have successfully brainwashed half the country.	en	[]	[]	[]	1	0	7	[]	[]	https://twitter.com/pulidest/status/1357851164189065218	False		0								[{'screen_name': 'IanDarke', 'name': 'Ian Darke', 'id': '224581951'}]				
1357264574903320576	1357264574903320576	2021-02-04 01:47:46 PST	2021-02-04	01:47:46	-0800	1174221961171521541	tbg9270584	Tyler Green		Petitions List – Parliament of Australia  Please consider signing this Petition “EN2192 - No Restrictions on Those Who Refuse a Covid 19 Vaccination”  https://t.co/GF2Tfauqio	en	[]	['https://www.aph.gov.au/petition_list?id=EN2192']	[]	5	19	28	[]	[]	https://twitter.com/TBG9270584/status/1357264574903320576	False		0								[]				
1357189070594609152	1357165086540898304	2021-02-03 20:47:44 PST	2021-02-03	20:47:44	-0800	741903096	wakeaustralia	WAKE UP AUSTRALIA WAKE UP		Petition EN2192 - No Resrictions on Those Who Refuse a Covid 19 Vaccination.   https://t.co/xEl7KNHtLx	en	[]	['https://www.aph.gov.au/petition_list?id=EN2192']	[]	3	16	34	[]	[]	https://twitter.com/WakeAustralia/status/1357189070594609152	False		0								[]				
1357021518794870786	1357021518794870786	2021-02-03 09:41:56 PST	2021-02-03	09:41:56	-0800	726716569573842945	msspydasam	Samantha Marcus 💙		The majority of people who deny covid, refuse a mask, and will deny a vaccination also voted leave and are Tory voters  #DailyBriefing	en	[]	[]	[]	1	1	7	['dailybriefing']	[]	https://twitter.com/MsSpydaSam/status/1357021518794870786	False		0								[]				
1356593540000866306	1356593540000866306	2021-02-02 05:21:18 PST	2021-02-02	05:21:18	-0800	22114231	ksecus	Keith M.		Anti vaxxer idiots can refuse covid vaccination but If it were my choice I'd make it mandatory.  These rabid nihilists are gonna kill us all.	en	[]	[]	[]	2	2	7	[]	[]	https://twitter.com/ksecus/status/1356593540000866306	False		0								[]				
1356019686799007744	1356019686799007744	2021-01-31 15:21:01 PST	2021-01-31	15:21:01	-0800	233532563	davidperrotin	David Perrotin		Au Pontet, le maire RN ne porte pas de masque. Il pense aussi que les chiffres liés aux morts du covid pourraient être faux, relaie la théorie complotiste sur la prime supposée des soignants et refuse de faire la promo de la vaccination (v/@luciedelaporte)  https://t.co/Csnvf6u2Yc	fr	[{'screen_name': 'luciedelaporte', 'name': 'lucie delaporte', 'id': '931314637'}]	['https://www.mediapart.fr/journal/france/310121/au-pontet-le-maire-rn-revendique-son-covido-scepticisme?page_article=1']	[]	28	111	189	[]	[]	https://twitter.com/davidperrotin/status/1356019686799007744	False		0								[]				
1355955359433826310	1355955359433826310	2021-01-31 11:05:24 PST	2021-01-31	11:05:24	-0800	6591082	thieu75	Matthieu🚶🏼🇫🇷🇪🇺		@olivierveran mon père 89 ans hospitalisé en traumatologie (CHU Poissy).  Pourquoi l’hôpital refuse de le vacciner contre le covid, d’autant que la chambre en face a un patient isolé covid ? SVP vaccination pour les gens à risque entrant à l’hôpital. @marionenchine	fr	[{'screen_name': 'marionenchine', 'name': 'marion enchine', 'id': '6477712'}]	[]	[]	4	3	7	[]	[]	https://twitter.com/thieu75/status/1355955359433826310	False		0								[]				
1355707675401572353	1355707675401572353	2021-01-30 18:41:12 PST	2021-01-30	18:41:12	-0800	2302362158	deanofdublin	Dean Wallace 🗳🗽		“Shop Mask Free LA shuts down Dodger Stadium COVID vaccination site.”  They refuse to wear masks. Refuse to obey health orders. And now they are *actively* preventing vaccinations.  They don’t represent “freedom.” They represent selfishness. #ONEV1 #Fresh  https://t.co/sLTvYTQfxA	en	[]	['https://sports.yahoo.com/dodger-stadium-covid-19-vaccinations-shut-down-protesters-012430216.html']	[]	104	355	760	['onev1', 'fresh']	[]	https://twitter.com/deanofdublin/status/1355707675401572353	False		0								[]				
1355699373540220930	1355664540843835402	2021-01-30 18:08:12 PST	2021-01-30	18:08:12	-0800	3001293370	dr_jenhunt	Dr Jennifer S. Hunt		@ChrisMegerian @soledadobrien As anticipated in my @GHS_Network report on COVID-19 conspiracy theories (Aug 2020), such people will not just refuse mitigation measures and vaccination efforts, but will actively block others from participating.  https://t.co/8AsqUNGZ4Q  https://t.co/AaGaGzzMPn	en	[{'screen_name': 'ghs_network', 'name': 'global health security network', 'id': '1200324116747698176'}]	['https://ghsn.org/Policy-Reports/']	['https://pbs.twimg.com/media/EtBpNLKU4AQd1xZ.png']	1	4	12	[]	[]	https://twitter.com/Dr_JenHunt/status/1355699373540220930	False		1	https://pbs.twimg.com/media/EtBpNLKU4AQd1xZ.png							"[{'screen_name': 'ChrisMegerian', 'name': 'Chris Megerian', 'id': '31532083'}, {'screen_name': 'soledadobrien', 'name': ""Soledad O'Brien"", 'id': '26548315'}]"				
1355695937675378688	1355677515222810624	2021-01-30 17:54:33 PST	2021-01-30	17:54:33	-0800	3001293370	dr_jenhunt	Dr Jennifer S. Hunt		@selectedwisdom Indeed. In my @GHS_Network report on COVID-19 conspiracy theories (Aug 2020), I note how such people will not just refuse mitigation measures and vaccination efforts, but will actively block others from participating.  https://t.co/5q49ehzkp0  https://t.co/tsJD3WF5Gz	en	[{'screen_name': 'ghs_network', 'name': 'global health security network', 'id': '1200324116747698176'}]	['https://www.ghsn.org/Policy-Reports/']	['https://pbs.twimg.com/media/EtBkuQHVEAEA-IJ.png']	5	24	45	[]	[]	https://twitter.com/Dr_JenHunt/status/1355695937675378688	False		1	https://pbs.twimg.com/media/EtBkuQHVEAEA-IJ.png							[{'screen_name': 'selectedwisdom', 'name': 'Clint Watts', 'id': '187289134'}]				
1355661443194994695	1355651449842098181	2021-01-30 15:37:29 PST	2021-01-30	15:37:29	-0800	999737892	fredfromla	Fred S. WEAR A MASK		@emilyytayylor @awalkerinLA Anti Vaccination protestors are the sick ones.  They need to take an oath to refuse treatment if they catch Covid 19.	en	[]	[]	[]	3	2	15	[]	[]	https://twitter.com/fredfromla/status/1355661443194994695	False		0								[{'screen_name': 'emilyytayylor', 'name': 'Emily Holshouser', 'id': '1083327211506040832'}, {'screen_name': 'awalkerinLA', 'name': 'Alissa Walker', 'id': '14247155'}]				
